Transaction_ID,Timestamp,sender,receiver,Amount,Fraud
TX000139,2026-09-21 09:02:18,ACC1114,ACC1332,78145.18,0
TX000140,2026-09-21 09:04:38,ACC1386,ACC1015,20016.13,1
TX000141,2026-09-21 09:04:40,ACC1078,ACC1122,47408.75,0
TX000142,2026-09-21 09:09:24,ACC1485,ACC1111,69976.55,0
TX000143,2026-09-21 09:11:50,ACC1085,ACC1310,96377.1,0
TX000144,2026-09-21 09:04:46,ACC1398,ACC1419,96475.61,1
TX000145,2026-09-21 09:07:12,ACC1013,ACC1475,57622.09,0
TX000146,2026-09-21 09:04:50,ACC1192,ACC1203,7692.05,0
TX000147,2026-09-21 09:02:26,ACC1321,ACC1124,69749.58,0
TX000148,2026-09-21 09:02:27,ACC1350,ACC1307,79643.1,0
TX000149,2026-09-21 09:12:20,ACC1021,ACC1177,42894.96,0
TX000150,2026-09-21 09:07:27,ACC1259,ACC1331,1363.95,0
TX000151,2026-09-21 09:10:00,ACC1250,ACC1054,96082.68,0
TX000152,2026-09-21 09:05:02,ACC1424,ACC1235,43605.17,0
TX000153,2026-09-21 09:07:36,ACC1494,ACC1333,61629.64,0
TX000154,2026-09-21 09:10:12,ACC1396,ACC1247,43613.89,0
TX000155,2026-09-21 09:05:08,ACC1137,ACC1165,83090.03,1
TX000156,2026-09-21 09:05:10,ACC1451,ACC1230,75072.58,0
TX000157,2026-09-21 09:07:48,ACC1342,ACC1194,2967.13,0
TX000158,2026-09-21 09:05:14,ACC1093,ACC1249,35547.01,0
TX000159,2026-09-21 09:13:10,ACC1143,ACC1450,70148.26,0
TX000160,2026-09-21 09:05:18,ACC1005,ACC1264,8652.73,0
TX000161,2026-09-21 09:05:20,ACC1250,ACC1284,69091.87,0
TX000162,2026-09-21 09:02:41,ACC1251,ACC1229,9396.03,0
TX000163,2026-09-21 09:08:06,ACC1354,ACC1124,66429.61,0
TX000164,2026-09-21 09:08:09,ACC1283,ACC1271,42607.83,0
TX000165,2026-09-21 09:10:56,ACC1169,ACC1180,27164.55,0
TX000166,2026-09-21 09:05:30,ACC1061,ACC1369,31623.24,0
TX000167,2026-09-21 09:05:32,ACC1486,ACC1390,19234.94,0
TX000168,2026-09-21 09:13:55,ACC1141,ACC1370,97663.04,0
TX000169,2026-09-21 09:05:36,ACC1144,ACC1051,29695.02,0
TX000170,2026-09-21 09:14:05,ACC1154,ACC1007,12745.64,0
TX000171,2026-09-21 09:08:30,ACC1027,ACC1283,69772.0,0
TX000172,2026-09-21 09:11:24,ACC1444,ACC1385,10348.51,1
TX000173,2026-09-21 09:11:28,ACC1145,ACC1240,44102.83,0
TX000174,2026-09-21 09:11:32,ACC1026,ACC1129,11497.31,0
TX000175,2026-09-21 09:14:30,ACC1251,ACC1037,62981.63,1
TX000176,2026-09-21 09:14:35,ACC1076,ACC1415,94917.65,1
TX000177,2026-09-21 09:14:40,ACC1127,ACC1060,76467.9,0
TX000178,2026-09-21 09:05:54,ACC1404,ACC1316,77591.78,0
TX000179,2026-09-21 09:08:54,ACC1465,ACC1226,86030.65,0
TX000180,2026-09-21 09:14:55,ACC1156,ACC1291,6117.01,0
TX000181,2026-09-21 09:06:00,ACC1050,ACC1485,62588.95,0
TX000182,2026-09-21 09:06:02,ACC1041,ACC1080,17463.97,0
TX000183,2026-09-21 09:12:08,ACC1001,ACC1209,68968.18,0
TX000184,2026-09-21 09:09:09,ACC1016,ACC1118,70724.89,0
TX000185,2026-09-21 09:06:08,ACC1232,ACC1036,92398.71,0
TX000186,2026-09-21 09:06:10,ACC1320,ACC1301,42571.38,0
TX000187,2026-09-21 09:09:18,ACC1331,ACC1076,82680.45,1
TX000188,2026-09-21 09:09:21,ACC1084,ACC1405,59544.9,0
TX000189,2026-09-21 09:12:32,ACC1471,ACC1147,12522.93,0
TX000190,2026-09-21 09:09:27,ACC1358,ACC1206,50097.17,0
TX000191,2026-09-21 09:03:10,ACC1041,ACC1306,88953.35,0
TX000192,2026-09-21 09:03:11,ACC1309,ACC1128,9223.56,0
TX000193,2026-09-21 09:16:00,ACC1428,ACC1440,58753.58,1
TX000194,2026-09-21 09:09:39,ACC1391,ACC1344,57667.07,0
TX000195,2026-09-21 09:16:10,ACC1089,ACC1240,65185.8,0
TX000196,2026-09-21 09:13:00,ACC1092,ACC1299,63514.99,0
TX000197,2026-09-21 09:09:48,ACC1046,ACC1240,40893.97,0
TX000198,2026-09-21 09:06:34,ACC1053,ACC1439,33047.39,0
TX000199,2026-09-21 09:13:12,ACC1147,ACC1339,81375.25,0
TX000200,2026-09-21 09:09:57,ACC1232,ACC1045,25314.65,0
TX000201,2026-09-21 09:16:40,ACC1395,ACC1206,82510.23,1
TX000202,2026-09-21 09:13:24,ACC1445,ACC1277,41383.43,0
TX000203,2026-09-21 09:13:28,ACC1185,ACC1318,62578.33,0
TX000204,2026-09-21 09:16:55,ACC1104,ACC1136,13188.22,0
TX000205,2026-09-21 09:13:36,ACC1450,ACC1357,12230.47,0
TX000206,2026-09-21 09:06:50,ACC1311,ACC1409,71007.3,0
TX000207,2026-09-21 09:13:44,ACC1007,ACC1282,9411.6,0
TX000208,2026-09-21 09:13:48,ACC1467,ACC1058,94711.37,0
TX000209,2026-09-21 09:10:24,ACC1078,ACC1255,50936.31,0
TX000210,2026-09-21 09:13:56,ACC1427,ACC1247,24448.72,0
TX000211,2026-09-21 09:17:30,ACC1196,ACC1097,50873.27,0
TX000212,2026-09-21 09:10:33,ACC1442,ACC1035,77290.25,0
TX000213,2026-09-21 09:17:40,ACC1174,ACC1478,26790.55,1
TX000214,2026-09-21 09:17:45,ACC1371,ACC1152,58034.35,0
TX000215,2026-09-21 09:14:16,ACC1443,ACC1076,53904.2,0
TX000216,2026-09-21 09:17:55,ACC1282,ACC1390,37783.28,0
TX000217,2026-09-21 09:07:12,ACC1445,ACC1096,57222.58,0
TX000218,2026-09-21 09:03:37,ACC1397,ACC1210,31885.82,0
TX000219,2026-09-21 09:14:32,ACC1467,ACC1415,38669.27,0
TX000220,2026-09-21 09:07:18,ACC1420,ACC1333,49583.33,1
TX000221,2026-09-21 09:18:20,ACC1257,ACC1494,33266.27,0
TX000222,2026-09-21 09:03:41,ACC1432,ACC1225,52642.51,0
TX000223,2026-09-21 09:14:48,ACC1369,ACC1073,87106.2,0
TX000224,2026-09-21 09:11:09,ACC1038,ACC1240,33922.27,0
TX000225,2026-09-21 09:11:12,ACC1332,ACC1041,85248.9,0
TX000226,2026-09-21 09:11:15,ACC1194,ACC1488,62717.24,0
TX000227,2026-09-21 09:18:50,ACC1249,ACC1446,3686.32,0
TX000228,2026-09-21 09:11:21,ACC1323,ACC1350,99742.85,0
TX000229,2026-09-21 09:03:48,ACC1222,ACC1050,44423.49,0
TX000230,2026-09-21 09:03:49,ACC1462,ACC1014,32505.03,0
TX000231,2026-09-21 09:15:20,ACC1183,ACC1191,14642.42,0
TX000232,2026-09-21 09:07:42,ACC1289,ACC1349,17081.37,0
TX000233,2026-09-21 09:19:20,ACC1445,ACC1195,68345.14,0
TX000234,2026-09-21 09:07:46,ACC1298,ACC1073,46168.88,0
TX000235,2026-09-21 09:03:54,ACC1130,ACC1341,89900.96,0
TX000236,2026-09-21 09:19:35,ACC1147,ACC1346,15881.76,0
TX000237,2026-09-21 09:11:48,ACC1176,ACC1300,63929.98,0
TX000238,2026-09-21 09:11:51,ACC1128,ACC1233,20001.78,0
TX000239,2026-09-21 09:07:56,ACC1247,ACC1054,38198.29,0
TX000240,2026-09-21 09:11:57,ACC1151,ACC1358,2291.77,0
TX000241,2026-09-21 09:04:00,ACC1202,ACC1140,56636.31,0
TX000242,2026-09-21 09:04:01,ACC1381,ACC1498,91070.63,0
TX000243,2026-09-21 09:12:06,ACC1426,ACC1462,77596.52,0
TX000244,2026-09-21 09:08:06,ACC1410,ACC1180,63698.13,0
TX000245,2026-09-21 09:08:08,ACC1347,ACC1386,62861.99,0
TX000246,2026-09-21 09:12:15,ACC1330,ACC1020,78882.19,1
TX000247,2026-09-21 09:08:12,ACC1186,ACC1374,9104.32,0
TX000248,2026-09-21 09:08:14,ACC1382,ACC1212,20159.4,0
TX000249,2026-09-21 09:12:24,ACC1448,ACC1497,53132.15,0
TX000250,2026-09-21 09:12:27,ACC1425,ACC1084,91413.49,0
TX000251,2026-09-21 09:12:30,ACC1495,ACC1412,74681.28,0
TX000252,2026-09-21 09:04:11,ACC1058,ACC1239,14161.63,0
TX000253,2026-09-21 09:16:48,ACC1440,ACC1346,96730.25,0
TX000254,2026-09-21 09:16:52,ACC1187,ACC1046,1490.47,0
TX000255,2026-09-21 09:12:42,ACC1232,ACC1188,58497.55,0
TX000256,2026-09-21 09:04:15,ACC1481,ACC1190,67516.17,0
TX000257,2026-09-21 09:21:20,ACC1317,ACC1452,32867.83,0
TX000258,2026-09-21 09:17:08,ACC1331,ACC1032,90947.83,0
TX000259,2026-09-21 09:08:36,ACC1209,ACC1059,4630.15,0
TX000260,2026-09-21 09:04:19,ACC1252,ACC1059,23556.52,0
TX000261,2026-09-21 09:13:00,ACC1198,ACC1232,67081.57,0
TX000262,2026-09-21 09:17:24,ACC1484,ACC1276,58775.3,0
TX000263,2026-09-21 09:04:22,ACC1453,ACC1212,83385.94,0
TX000264,2026-09-21 09:13:09,ACC1480,ACC1487,3368.36,0
TX000265,2026-09-21 09:08:48,ACC1227,ACC1486,85559.47,1
TX000266,2026-09-21 09:22:05,ACC1351,ACC1188,90179.45,0
TX000267,2026-09-21 09:13:18,ACC1031,ACC1203,19061.88,0
TX000268,2026-09-21 09:17:48,ACC1434,ACC1421,9258.18,0
TX000269,2026-09-21 09:04:28,ACC1327,ACC1305,5152.79,0
TX000270,2026-09-21 09:22:25,ACC1064,ACC1402,20600.04,0
TX000271,2026-09-21 09:22:30,ACC1283,ACC1106,21673.54,0
TX000272,2026-09-21 09:09:02,ACC1168,ACC1396,78885.51,0
TX000273,2026-09-21 09:09:04,ACC1141,ACC1439,98753.98,0
TX000274,2026-09-21 09:04:33,ACC1408,ACC1089,66139.66,1
TX000275,2026-09-21 09:09:08,ACC1007,ACC1183,58926.41,1
TX000276,2026-09-21 09:09:10,ACC1135,ACC1026,74197.63,0
TX000277,2026-09-21 09:18:24,ACC1381,ACC1032,44882.69,0
TX000278,2026-09-21 09:18:28,ACC1303,ACC1055,50433.49,0
TX000279,2026-09-21 09:23:10,ACC1022,ACC1372,30232.87,0
TX000280,2026-09-21 09:18:36,ACC1015,ACC1031,84745.12,0
TX000281,2026-09-21 09:18:40,ACC1055,ACC1251,7441.72,0
TX000282,2026-09-21 09:04:41,ACC1311,ACC1075,12706.54,0
TX000283,2026-09-21 09:14:06,ACC1299,ACC1280,38152.35,0
TX000284,2026-09-21 09:23:35,ACC1150,ACC1232,60582.14,0
TX000285,2026-09-21 09:23:40,ACC1359,ACC1058,72111.91,0
TX000286,2026-09-21 09:09:30,ACC1231,ACC1454,41439.98,0
TX000287,2026-09-21 09:04:46,ACC1204,ACC1212,31323.58,0
TX000288,2026-09-21 09:09:34,ACC1130,ACC1191,68713.42,0
TX000289,2026-09-21 09:04:48,ACC1046,ACC1425,9413.69,0
TX000290,2026-09-21 09:09:38,ACC1378,ACC1190,55681.44,0
TX000291,2026-09-21 09:04:50,ACC1287,ACC1168,41139.78,0
TX000292,2026-09-21 09:19:24,ACC1481,ACC1384,86822.41,0
TX000293,2026-09-21 09:24:20,ACC1495,ACC1147,31313.65,0
TX000294,2026-09-21 09:09:46,ACC1259,ACC1108,65707.96,0
TX000295,2026-09-21 09:24:30,ACC1055,ACC1179,36819.35,0
TX000296,2026-09-21 09:19:40,ACC1293,ACC1115,84531.0,0
TX000297,2026-09-21 09:24:40,ACC1419,ACC1318,67530.17,0
TX000298,2026-09-21 09:14:51,ACC1311,ACC1475,2992.42,0
TX000299,2026-09-21 09:14:54,ACC1390,ACC1158,35167.24,0
TX000300,2026-09-21 09:19:56,ACC1073,ACC1289,7051.58,0
TX000301,2026-09-21 09:05:00,ACC1497,ACC1015,74636.57,0
TX000302,2026-09-21 09:15:03,ACC1214,ACC1232,15825.19,0
TX000303,2026-09-21 09:25:10,ACC1166,ACC1397,59662.75,0
TX000304,2026-09-21 09:25:15,ACC1079,ACC1080,5071.27,0
TX000305,2026-09-21 09:20:16,ACC1226,ACC1338,48617.6,0
TX000306,2026-09-21 09:25:25,ACC1139,ACC1110,11470.37,0
TX000307,2026-09-21 09:25:30,ACC1145,ACC1347,48714.61,0
TX000308,2026-09-21 09:20:28,ACC1023,ACC1112,98446.12,1
TX000309,2026-09-21 09:10:16,ACC1104,ACC1154,76758.22,0
TX000310,2026-09-21 09:05:09,ACC1148,ACC1167,872.22,0
TX000311,2026-09-21 09:20:40,ACC1089,ACC1066,53304.98,0
TX000312,2026-09-21 09:15:33,ACC1286,ACC1426,7300.34,0
TX000313,2026-09-21 09:05:12,ACC1021,ACC1223,46029.45,0
TX000314,2026-09-21 09:20:52,ACC1160,ACC1294,57382.63,0
TX000315,2026-09-21 09:05:14,ACC1213,ACC1148,40562.73,0
TX000316,2026-09-21 09:26:15,ACC1087,ACC1410,46063.68,0
TX000317,2026-09-21 09:21:04,ACC1185,ACC1045,84463.99,0
TX000318,2026-09-21 09:26:25,ACC1301,ACC1205,7956.84,0
TX000319,2026-09-21 09:10:36,ACC1381,ACC1173,33373.56,0
TX000320,2026-09-21 09:05:19,ACC1261,ACC1324,53107.42,0
TX000321,2026-09-21 09:16:00,ACC1397,ACC1178,72765.17,0
TX000322,2026-09-21 09:10:42,ACC1417,ACC1075,10370.17,0
TX000323,2026-09-21 09:10:44,ACC1088,ACC1308,76045.51,0
TX000324,2026-09-21 09:21:32,ACC1090,ACC1487,46448.91,0
TX000325,2026-09-21 09:27:00,ACC1296,ACC1229,64334.88,0
TX000326,2026-09-21 09:16:15,ACC1165,ACC1442,15180.64,0
TX000327,2026-09-21 09:16:18,ACC1226,ACC1323,79653.33,0
TX000328,2026-09-21 09:05:27,ACC1180,ACC1259,31109.74,0
TX000329,2026-09-21 09:16:24,ACC1029,ACC1188,7765.43,0
TX000330,2026-09-21 09:27:25,ACC1437,ACC1046,59448.57,0
TX000331,2026-09-21 09:05:30,ACC1297,ACC1283,45028.4,0
TX000332,2026-09-21 09:16:33,ACC1333,ACC1096,60540.08,0
TX000333,2026-09-21 09:22:08,ACC1490,ACC1031,10439.84,0
TX000334,2026-09-21 09:05:33,ACC1175,ACC1365,50504.45,0
TX000335,2026-09-21 09:22:16,ACC1126,ACC1362,99099.5,0
TX000336,2026-09-21 09:16:45,ACC1312,ACC1081,37347.91,0
TX000337,2026-09-21 09:16:48,ACC1209,ACC1396,67921.88,1
TX000338,2026-09-21 09:16:51,ACC1323,ACC1331,6684.59,0
TX000339,2026-09-21 09:16:54,ACC1347,ACC1197,25274.38,0
TX000340,2026-09-21 09:28:15,ACC1493,ACC1464,87340.64,0
TX000341,2026-09-21 09:11:20,ACC1298,ACC1339,91682.97,0
TX000342,2026-09-21 09:22:44,ACC1335,ACC1357,12982.27,0
TX000343,2026-09-21 09:28:30,ACC1043,ACC1158,37730.26,0
TX000344,2026-09-21 09:28:35,ACC1416,ACC1065,9435.95,0
TX000345,2026-09-21 09:05:44,ACC1260,ACC1185,36323.51,0
TX000346,2026-09-21 09:23:00,ACC1109,ACC1174,19281.32,0
TX000347,2026-09-21 09:17:18,ACC1079,ACC1039,84458.4,1
TX000348,2026-09-21 09:28:55,ACC1394,ACC1276,3870.97,0
TX000349,2026-09-21 09:11:36,ACC1392,ACC1316,59764.92,0
TX000350,2026-09-21 09:29:05,ACC1092,ACC1425,80923.47,0
TX000351,2026-09-21 09:23:20,ACC1224,ACC1022,36493.51,0
TX000352,2026-09-21 09:29:15,ACC1496,ACC1227,28564.3,0
TX000353,2026-09-21 09:29:20,ACC1229,ACC1119,23992.93,0
TX000354,2026-09-21 09:11:46,ACC1401,ACC1240,36847.31,0
TX000355,2026-09-21 09:17:42,ACC1225,ACC1236,77834.59,0
TX000356,2026-09-21 09:11:50,ACC1214,ACC1494,81707.43,0
TX000357,2026-09-21 09:17:48,ACC1070,ACC1446,5312.76,0
TX000358,2026-09-21 09:05:57,ACC1190,ACC1283,71168.96,0
TX000359,2026-09-21 09:05:58,ACC1063,ACC1145,76335.37,0
TX000360,2026-09-21 09:11:58,ACC1463,ACC1262,83121.57,1
TX000361,2026-09-21 09:24:00,ACC1466,ACC1113,88474.51,0
TX000362,2026-09-21 09:24:04,ACC1212,ACC1027,50250.51,0
TX000363,2026-09-21 09:12:04,ACC1041,ACC1191,2915.94,0
TX000364,2026-09-21 09:18:09,ACC1429,ACC1365,79158.93,0
TX000365,2026-09-21 09:24:16,ACC1146,ACC1469,69637.59,0
TX000366,2026-09-21 09:24:20,ACC1361,ACC1240,61573.29,0
TX000367,2026-09-21 09:12:12,ACC1009,ACC1131,83512.81,0
TX000368,2026-09-21 09:30:35,ACC1372,ACC1311,42383.15,0
TX000369,2026-09-21 09:06:08,ACC1121,ACC1154,4870.17,0
TX000370,2026-09-21 09:24:36,ACC1406,ACC1318,6374.43,0
TX000371,2026-09-21 09:30:50,ACC1255,ACC1305,1741.89,0
TX000372,2026-09-21 09:12:22,ACC1123,ACC1367,29198.07,1
TX000373,2026-09-21 09:31:00,ACC1180,ACC1123,41715.1,0
TX000374,2026-09-21 09:18:39,ACC1043,ACC1268,6861.16,0
TX000375,2026-09-21 09:31:10,ACC1259,ACC1402,55459.78,0
TX000376,2026-09-21 09:25:00,ACC1240,ACC1022,98105.84,0
